a,b,c,d,e,f,g,h,z
429,767,535,3260,1712,809,5141,7181,0
442,779,539,3406,1807,830,5379,7267,0
446,778,516,3468,1872,857,5583,7410,0
441,765,513,3134,1744,822,5078,7187,0
442,764,539,2821,1726,841,4478,6792,0
428,775,548,2835,1655,802,4428,6760,0
421,766,509,3238,1562,714,5194,7283,0
386,750,478,3447,1611,722,5531,7564,0
449,796,576,3186,1621,795,4915,6938,0
482,836,638,2689,1483,772,3974,6165,0
437,813,602,2595,1545,769,3854,6234,0
469,836,656,2551,1557,814,3653,5909,0
505,871,703,2333,1586,880,3193,5369,0
471,830,629,2780,1601,819,4130,6310,0
392,754,482,3375,1399,620,5427,7501,0
374,711,446,3326,1368,608,5456,7635,0
392,761,537,2936,1371,683,4537,6908,0
494,795,624,3051,1641,917,4635,6604,0
719,1006,991,2993,2137,1344,3695,5025,0
777,1065,1046,2759,2150,1572,3242,4502,2
734,934,831,3170,2208,1427,4622,5846,2
716,880,729,3072,1955,1176,4851,6164,0
855,1026,926,2600,1974,1605,3564,4748,2
806,978,873,2208,1566,1068,2927,4333,2
680,886,725,2107,1275,913,3042,4880,0
696,967,909,2765,2048,1448,3570,5052,2
470,831,650,2921,1725,966,4270,6360,0
356,718,455,1601,701,414,2457,5574,0
220,551,257,1074,509,381,1863,6138,0
348,721,552,2485,1622,1075,3665,6365,2
465,878,732,3122,1981,1197,4260,6201,0
471,850,662,2852,1580,865,4119,6232,0
481,804,641,2241,1101,604,3205,5552,0
485,802,647,2239,1061,561,3188,5516,0
447,785,586,3088,1575,774,4720,6810,0
412,755,513,3261,1842,860,5185,7281,0
450,805,555,3044,1918,941,4787,6916,0
501,842,617,3098,1964,984,4756,6678,0
467,813,572,2906,1414,696,4546,6711,0
411,763,513,2814,1255,598,4491,6916,0
386,740,495,2848,1332,637,4552,7039,0
476,848,700,2621,1552,806,3624,5784,0
496,807,628,2725,1511,782,4104,6254,0
570,863,734,2977,1942,1131,4279,6044,0
706,981,958,2688,2151,1616,3291,4745,0
730,1008,938,2750,2158,1642,3511,4913,0
760,1047,992,2442,1934,1450,2856,4222,0
543,867,720,2102,1090,694,2798,4897,0
662,981,936,2821,2002,1492,3498,5017,0
709,1029,977,2633,1922,1429,3142,4587,2
542,851,705,2413,1333,774,3395,5478,0
445,748,534,2735,1225,557,4367,6733,0
415,767,556,3379,1586,745,5188,7174,0
465,823,636,3234,1608,821,4789,6713,0
483,836,676,2863,1265,636,4112,6180,0
482,855,718,2371,1167,598,3163,5351,0
435,813,616,2775,1511,736,4086,6367,0
413,785,539,3097,1493,689,4832,7035,0
397,768,519,3318,1571,723,5201,7295,0
394,743,488,3635,1625,723,5782,7633,0
426,747,500,3463,1518,692,5583,7477,0
511,822,674,2985,1635,943,4378,6316,0
612,887,800,2740,1859,1219,3745,5480,2
598,888,782,2330,1571,1048,3087,4974,2
507,788,589,2195,1035,546,3366,5769,0
508,811,698,2852,1605,926,4070,6068,0
511,860,794,3074,1877,1131,4070,5895,2
467,822,603,3277,1769,884,4992,6892,0
437,777,503,3510,1885,845,5673,7493,0
434,777,517,3377,1853,870,5407,7345,0
436,773,518,3243,1773,841,5208,7245,0
430,776,516,3151,1700,809,5059,7186,0
406,763,484,3360,1627,735,5439,7482,0
406,765,485,3442,1636,741,5555,7530,0
440,791,551,3049,1437,693,4784,6939,0
410,755,508,3223,1468,668,5144,7277,0
395,742,507,3717,1663,735,5817,7599,0
441,794,587,3355,1681,804,5100,7022,0
457,810,602,3039,1653,829,4607,6693,0
422,776,543,3246,1563,742,5066,7134,0
392,740,462,3386,1405,606,5530,7599,0
368,711,431,3471,1409,599,5716,7791,0
383,713,474,3299,1468,709,5322,7487,0
393,708,477,3487,1551,746,5615,7593,0
509,857,702,3227,1860,1140,4634,6427,0
703,1089,1037,2970,2213,1611,3472,4824,2
725,1070,979,3163,2202,1565,4015,5273,2
698,936,805,2863,1926,1298,4130,5611,0
784,1019,909,2508,1862,1349,3309,4680,0
682,920,724,2715,1516,883,4167,5789,0
659,929,912,2897,1928,1348,3696,5211,0
606,955,966,3016,2166,1454,3592,5148,2
505,911,750,2807,1667,955,3804,5783,0
502,924,762,2281,1412,893,2902,4992,0
395,813,616,2399,1461,921,3394,5914,0
399,813,610,3304,1988,1118,4821,6883,0
363,778,517,3706,1975,977,5660,7552,0
412,805,550,3281,1767,863,5061,7129,0
433,812,565,3130,1572,777,4831,6942,0
457,811,612,3002,1609,830,4511,6613,0
385,728,501,3486,1590,735,5485,7487,0
376,710,474,3647,1639,747,5802,7700,0
444,779,564,3173,1832,908,4931,6982,0
465,791,541,3153,1923,922,5058,7071,0
419,762,493,3152,1821,850,5126,7295,0
421,781,531,2908,1554,744,4594,6912,0
403,772,543,2840,1541,734,4392,6790,0
415,779,579,2706,1584,749,4069,6475,0
445,772,584,2715,1519,799,4136,6460,0
562,815,655,2735,1752,1223,4177,6136,0
614,966,919,2513,1980,1627,2969,4645,0
616,981,986,2668,2186,1676,3011,4603,0
554,875,751,1809,979,735,2175,4133,0
473,815,633,2143,1085,604,3046,5439,0
614,915,827,2742,1886,1357,3655,5366,0
734,1055,1030,2476,1904,1429,2749,4124,2
559,822,661,1691,856,474,2246,4379,0
463,780,574,2628,1227,589,4076,6415,0
445,791,594,2976,1545,757,4511,6672,0
458,820,666,2930,1503,801,4195,6296,0
464,859,749,2193,832,445,2733,4908,0
457,853,735,1995,747,402,2427,4615,0
399,785,568,2945,1399,667,4448,6766,0
395,777,545,3018,1473,683,4640,6941,0
394,763,529,3144,1484,685,4892,7120,0
385,740,486,3554,1556,693,5647,7594,0
460,753,553,3403,1615,823,5369,7204,0
575,872,736,2377,1487,966,3287,5271,2
554,788,604,1870,1055,652,2791,5117,0
615,882,726,2278,1403,932,3228,5166,2
623,821,595,2657,1407,817,4461,6341,0
746,954,884,2820,2081,1506,3863,5227,2
712,1013,1134,3013,2244,1663,3245,4531,2
546,874,738,3081,1749,994,4367,6135,0
424,767,501,3167,1535,705,5130,7268,0
437,793,522,3423,1783,832,5462,7354,0
454,796,541,3311,1757,834,5265,7191,0
436,780,555,3027,1814,895,4722,6901,0
421,754,510,3068,1731,824,4930,7149,0
429,761,519,3228,1647,772,5160,7230,0
416,743,499,3386,1505,677,5443,7431,0
385,709,457,3769,1606,686,6078,7837,0
371,703,437,4324,1806,735,6861,8164,0
379,701,437,4369,1749,707,6948,8181,0
387,707,447,4202,1711,711,6714,8077,0
385,721,471,3954,1660,711,6268,7871,0
390,737,475,3687,1586,689,5899,7717,0
399,740,503,3252,1473,697,5176,7321,0
409,729,516,3090,1460,740,4905,7138,0
362,679,425,3722,1551,684,6080,7950,0
393,700,456,3867,1653,742,6245,7890,0
472,751,546,3839,1749,824,6064,7510,0
528,790,602,3665,1782,957,5750,7178,0
659,908,785,3101,1944,1271,4499,5960,2
687,957,810,3131,1846,1128,4520,5889,2
541,817,567,3042,1390,680,4995,6858,0
509,821,601,3009,1626,977,4704,6670,0
485,867,668,2870,1729,1088,4158,6224,0
524,967,815,2097,1257,772,2455,4402,0
554,977,914,1850,1119,783,1776,3386,0
524,983,713,1520,759,453,1700,3614,0
452,894,665,3000,1575,852,4292,6371,0
400,785,531,3741,1976,928,5762,7514,0
422,807,543,3171,1666,769,4953,7076,0
426,805,548,3059,1568,751,4773,6961,0
440,813,586,2970,1625,809,4520,6704,0
425,785,561,3025,1586,768,4665,6871,0
429,767,554,3199,1596,777,4970,7048,0
472,798,600,2775,1560,794,4236,6444,0
485,814,594,2691,1689,848,4155,6384,0
437,772,532,2900,1756,849,4620,6900,0
418,766,516,3078,1840,880,4912,7129,0
404,763,542,3013,1719,839,4668,6951,0
413,765,569,2650,1467,739,4012,6465,0
437,777,578,2563,1400,874,3891,6320,0
581,889,741,2474,1960,1704,3449,5390,0
621,940,850,2400,1910,1645,3017,4769,0
612,949,893,2403,1728,1331,2866,4581,0
495,842,693,2230,1281,860,3031,5258,0
469,838,640,2716,1464,892,3981,6186,0
722,1084,1053,2821,2117,1646,3221,4564,0
751,1072,1027,2585,1920,1384,2970,4313,2
542,788,621,1781,747,421,2535,4829,0
455,786,579,2920,1360,633,4508,6690,0
455,810,625,3135,1569,800,4658,6676,0
373,747,563,3502,1582,737,5217,7230,0
424,841,716,2295,781,396,2943,5244,0
396,827,697,2240,799,413,2868,5254,0
345,752,503,3106,1403,644,4807,7213,0
355,762,518,3153,1520,721,4844,7178,0
406,761,530,3086,1519,726,4833,7069,0
415,777,545,3246,1583,740,5038,7125,0
499,830,659,2951,1669,955,4353,6349,0
518,832,645,3045,1739,953,4605,6504,2
588,871,721,2664,1678,1111,3861,5740,0
747,1028,929,2968,2146,1427,3939,5232,2
805,929,736,3020,1935,1310,5009,6081,0
793,954,812,2948,2107,1523,4498,5681,2
630,903,824,2667,1886,1452,3576,5279,2
535,867,699,2707,1643,984,3895,5895,2
428,768,515,3196,1586,730,5126,7224,0
446,802,542,3224,1665,780,5106,7122,0
435,792,527,3386,1764,817,5380,7306,0
426,777,499,3418,1667,762,5521,7452,0
444,795,543,3370,1783,862,5315,7225,0
447,773,547,3263,1731,830,5147,7129,0
398,693,447,3973,1667,696,6448,7977,0
371,681,417,4170,1702,686,6755,8182,0
372,689,426,4304,1792,731,6891,8199,0
374,691,424,4386,1747,699,7012,8237,0
364,679,415,4313,1698,679,6925,8245,0
360,686,422,4250,1681,674,6796,8193,0
373,730,446,4061,1661,686,6483,8021,0
419,759,541,3376,1568,764,5258,7238,0
417,743,516,3171,1512,750,5052,7201,0
367,687,429,3860,1615,677,6269,8000,0
365,684,427,3964,1659,685,6413,8055,0
364,685,435,3964,1644,680,6373,8022,0
416,734,509,3748,1783,821,5918,7609,0
511,880,730,3337,1988,1142,4694,6410,0
444,783,553,4167,1820,845,6383,7657,0
358,700,434,3944,1615,710,6330,8017,0
331,704,427,3628,1530,695,5838,7894,0
342,768,459,2921,1252,578,4695,7284,0
526,993,748,1514,650,370,1588,3386,0
509,929,792,2202,1327,789,2683,4709,0
499,889,706,2769,1701,886,3889,5937,0
522,949,797,3310,1914,1124,4431,6119,0
408,791,545,3520,1806,860,5417,7319,0
407,807,540,3257,1624,750,5052,7156,0
412,798,532,3221,1652,777,5046,7165,0
424,790,575,3050,1674,831,4645,6828,0
439,815,597,2765,1539,766,4152,6449,0
459,814,589,2871,1625,798,4401,6595,0
495,833,634,2566,1580,813,3816,6037,0
506,849,660,2482,1746,916,3602,5799,0
472,823,611,2715,1747,884,4096,6326,0
457,807,578,3202,1780,858,4954,6942,0
506,849,682,3201,1762,909,4666,6487,0
586,1019,1191,2864,1942,1404,2679,4126,2
495,838,687,1936,1000,639,2529,4762,0
420,762,596,2127,1098,780,3049,5622,0
489,837,702,2065,1238,864,2702,4926,0
453,802,646,1719,962,742,2199,4537,0
437,775,593,1771,1018,776,2444,4983,0
543,925,789,2700,2024,1723,3576,5477,0
707,1065,1013,2970,2121,1574,3559,4913,0
711,1045,991,2856,1924,1302,3462,4848,0
529,853,685,2631,1270,698,3809,5869,0
469,799,593,2888,1344,659,4438,6593,0
452,784,589,3351,1594,792,5117,7010,0
382,754,532,3429,1649,768,5265,7314,0
380,760,529,3057,1507,699,4723,7050,0
409,809,628,2690,1158,578,3850,6215,0
365,770,520,3112,1424,670,4802,7137,0
446,863,851,3052,1843,1198,3715,5639,0
584,978,955,3014,1861,1203,3584,5188,2
505,883,726,2817,1250,668,3905,5902,0
485,842,657,2999,1539,782,4401,6406,0
427,760,505,3558,1797,823,5702,7514,0
502,800,563,3390,1930,961,5435,7152,0
584,890,678,3076,1888,1053,4697,6388,0
715,958,774,3037,2089,1514,4593,5938,2
610,887,787,3026,1889,1247,4249,5872,0
619,907,831,2663,1729,1173,3521,5243,2
513,835,645,2828,1456,800,4247,6286,0
448,805,555,3204,1577,740,5027,7047,0
447,804,547,3126,1534,730,4939,7022,0
416,776,519,3175,1658,770,5042,7190,0
423,765,523,3238,1682,802,5141,7219,0
471,797,603,3031,1644,836,4628,6681,0
474,783,580,3131,1657,821,4885,6874,0
410,715,464,3869,1708,744,6269,7858,0
369,686,425,4168,1729,711,6708,8149,0
362,690,421,4314,1782,723,6890,8222,0
365,684,417,4412,1737,698,7045,8273,0
366,671,412,4323,1704,686,6959,8260,0
367,667,406,4284,1697,680,6941,8269,0
380,706,461,3929,1670,740,6262,7900,0
421,723,514,3401,1545,754,5415,7374,0
354,682,430,3627,1519,667,5898,7880,0
365,688,433,4049,1681,698,6499,8068,0
385,699,449,3936,1771,742,6343,7952,0
388,699,449,3735,1796,749,6077,7854,0
392,704,463,3601,1785,776,5837,7721,0
429,745,510,3421,1708,784,5487,7405,0
396,719,460,3878,1643,705,6252,7879,0
347,689,404,4262,1674,712,6848,8268,0
325,675,388,4366,1761,785,6976,8368,0
366,780,537,3184,1548,767,4844,7114,0
509,933,744,2507,1510,870,3351,5423,0
487,860,668,2722,1483,788,3927,6059,2
476,842,644,2809,1310,684,4131,6270,0
535,876,713,3440,1923,1068,4974,6566,0
415,780,550,3398,1749,828,5241,7214,0
436,802,579,3184,1710,795,4864,6923,0
421,781,549,3197,1646,779,4965,7069,0
390,782,548,3006,1668,845,4596,6916,0
378,744,495,3040,1489,744,4829,7199,0
352,715,453,3531,1531,681,5654,7726,0
378,723,465,3684,1697,763,5900,7758,0
438,783,536,3207,1843,887,5083,7136,0
429,778,538,3097,1877,909,4881,7040,0
447,806,580,3081,1752,844,4734,6831,0
544,871,694,2760,1366,698,4021,5981,0
537,900,770,2683,1528,885,3603,5540,0
473,814,615,2175,1105,620,3166,5591,0
456,783,601,1988,879,548,2848,5357,0
423,770,597,2010,927,559,2844,5420,0
446,767,591,1889,942,667,2684,5234,0
498,878,738,2184,1362,1034,2807,4949,0
581,939,792,2640,1704,1061,3544,5385,0
560,921,737,2627,1462,847,3677,5618,0
543,885,691,3161,1542,804,4666,6412,0
458,792,556,3145,1394,633,4961,6995,0
461,813,606,3118,1500,756,4723,6745,0
454,821,634,3274,1676,851,4827,6755,0
436,807,580,3110,1621,769,4748,6856,0
417,797,565,2916,1546,738,4460,6754,0
412,792,578,2714,1416,712,4079,6488,0
472,842,705,2700,1615,992,3725,5859,0
595,929,893,2750,1867,1290,3402,5097,2
561,875,761,2636,1602,959,3607,5520,0
559,896,784,2370,937,541,3078,5029,0
495,854,677,2754,1212,563,3963,6054,0
437,771,512,3531,1836,837,5664,7467,0
451,786,518,3412,1884,873,5507,7364,0
486,807,549,3225,1703,812,5197,7091,0
505,810,550,3202,1607,800,5215,7068,0
522,846,653,3118,1741,932,4697,6537,0
546,885,718,3158,1821,1047,4562,6295,0
466,837,622,3188,1655,915,4778,6735,0
439,791,543,3192,1533,741,5033,7092,0
414,771,510,3234,1492,696,5163,7276,0
389,743,491,3246,1559,725,5189,7372,0
387,710,464,3439,1568,704,5583,7622,0
484,779,592,3025,1647,970,4698,6727,0
519,830,667,3152,1777,1051,4685,6507,2
436,749,491,3556,1750,796,5791,7574,0
405,741,468,3534,1682,746,5761,7661,0
375,714,447,3826,1667,721,6168,7908,0
361,686,427,4205,1727,719,6718,8156,0
368,686,428,4226,1729,715,6766,8161,0
379,692,442,4116,1710,728,6596,8061,0
426,720,507,3657,1629,775,5832,7565,0
360,685,446,3790,1552,695,6073,7894,0
327,668,390,4193,1599,648,6752,8298,0
364,695,434,4172,1717,712,6653,8116,0
378,683,431,4084,1752,727,6601,8091,0
389,669,428,3973,1754,731,6505,8055,0
389,686,445,3864,1711,734,6277,7935,0
387,698,441,3655,1569,688,5997,7847,0
384,694,442,3420,1517,667,5644,7711,0
401,724,515,3199,1616,876,5052,7227,0
468,831,690,2838,1821,1104,3987,6088,2
410,804,653,2668,1667,931,3728,6067,0
644,956,887,2971,2161,1409,3870,5402,0
570,962,867,2902,1831,1141,3679,5399,2
536,947,827,2845,1662,983,3659,5496,0
527,902,733,3147,1720,960,4440,6222,0
432,798,586,3376,1754,842,5109,7042,0
403,768,550,3563,1741,798,5442,7326,0
347,746,511,3544,1714,786,5413,7480,0
352,752,489,3145,1540,739,4941,7309,0
368,752,480,2681,1192,597,4298,6963,0
378,734,516,3076,1132,496,4799,7127,0
359,706,479,3665,1415,589,5752,7688,0
382,703,451,3797,1604,686,6134,7877,0
376,707,438,3607,1720,753,5906,7834,0
457,797,606,2671,1259,620,4008,6301,0
496,840,664,2271,951,499,3205,5475,0
492,857,708,2347,1227,791,3175,5365,0
564,976,875,2965,1962,1306,3736,5443,0
490,896,742,3023,1631,989,4132,6058,0
538,888,776,2600,1570,1069,3449,5403,0
617,1004,919,2651,2032,1558,3199,4852,0
664,1059,975,3004,2134,1522,3656,5099,0
585,949,782,2900,1787,1018,4010,5752,0
527,960,792,2123,1255,780,2575,4566,0
484,864,654,3042,1559,841,4477,6461,0
425,777,525,3250,1419,645,5156,7219,0
445,827,616,3219,1616,825,4793,6787,0
450,810,619,3422,1624,803,5092,6936,0
463,801,584,2543,1146,548,3895,6265,0
444,797,571,2951,1403,678,4560,6758,0
469,788,599,2770,1580,871,4225,6444,0
657,953,892,2551,1820,1320,3196,4818,2
622,888,795,2216,1437,956,2883,4719,0
543,878,735,2650,1613,1056,3686,5657,0
520,862,696,2820,1385,723,4055,6041,0
478,840,646,2792,1383,674,4101,6242,0
446,794,559,3236,1745,820,5053,7054,0
456,823,603,2797,1681,837,4221,6453,0
436,800,570,2899,1499,725,4462,6714,0
419,797,559,2980,1562,755,4588,6841,0
431,811,586,3084,1722,830,4672,6807,0
460,812,590,3244,1684,826,4976,6922,0
499,842,667,3029,1620,915,4444,6391,0
451,800,578,3317,1709,882,5109,7032,0
408,749,522,3107,1524,730,4904,7123,0
364,709,466,2573,1250,594,4168,6933,0
369,700,466,3301,1558,765,5317,7526,0
538,851,708,3082,1863,1174,4464,6264,0
559,903,718,3425,1895,1112,4998,6534,0
441,760,488,3514,1753,788,5760,7561,0
409,744,462,3485,1625,707,5730,7659,0
359,689,426,3759,1604,682,6117,7964,0
366,694,443,3761,1727,742,6066,7892,0
388,727,481,3568,1795,809,5698,7624,0
433,735,511,3552,1751,840,5686,7485,0
412,737,516,3706,1653,776,5816,7556,0
358,689,425,4183,1646,673,6688,8155,0
365,711,450,3784,1635,687,6063,7874,0
399,741,470,3791,1844,802,6096,7794,0
416,734,487,3623,1852,814,5840,7630,0
413,717,487,3660,1777,786,5883,7651,0
389,696,460,3774,1675,738,6085,7827,0
369,674,417,3920,1563,652,6414,8077,0
363,681,425,3510,1557,683,5783,7840,0
386,701,464,2865,1362,632,4706,7212,0
414,709,490,2538,1222,561,4138,6764,0
391,726,505,2939,1505,715,4668,7067,0
526,892,772,2731,1776,1181,3650,5592,0
541,959,848,3000,1983,1348,3835,5593,2
557,920,739,3577,1893,1007,5129,6576,0
573,998,835,3001,1722,1022,3949,5647,0
450,846,596,3586,1644,792,5422,7150,0
381,714,466,4066,1639,690,6427,7944,0
331,719,470,3729,1654,735,5792,7761,0
324,727,462,3274,1611,762,5163,7527,0
331,720,447,2630,1137,552,4254,7095,0
430,818,638,2209,771,392,3065,5518,0
403,779,579,2909,1219,551,4360,6680,0
382,719,455,3768,1649,706,6075,7845,0
387,739,497,3594,1616,732,5662,7570,0
439,808,605,2842,1435,709,4243,6490,0
418,797,568,2889,1444,727,4409,6714,0
471,833,644,3121,1792,997,4603,6579,0
520,847,680,3541,1930,1075,5213,6778,0
528,848,673,3556,1843,1045,5286,6817,0
653,991,887,3069,2056,1458,4043,5516,0
696,1070,968,3044,2077,1386,3807,5174,0
696,1090,975,3050,2038,1278,3792,5155,0
598,980,809,3049,1932,1065,4173,5806,0
655,1034,993,2833,2153,1648,3314,4809,0
499,863,684,3396,1866,1013,4928,6647,0
449,806,577,3336,1569,757,5136,7051,0
516,920,763,3337,1926,1114,4582,6278,0
450,830,658,3163,1660,861,4559,6556,0
498,868,730,2097,763,429,2682,4836,0
496,827,679,2543,1041,560,3613,5785,0
578,863,753,2693,1738,1238,3767,5630,2
633,932,866,2509,2006,1501,3170,4868,2
558,870,735,2757,1764,1095,3894,5790,0
563,854,674,2985,1719,943,4511,6316,0
455,781,549,3155,1662,790,4998,7036,0
441,777,549,3002,1654,785,4721,6908,0
438,785,542,3117,1587,741,4920,7037,0
447,801,572,2843,1462,736,4393,6650,0
436,809,577,2902,1546,757,4439,6683,0
435,814,580,2829,1498,733,4310,6597,0
428,798,561,3154,1698,800,4870,6980,0
394,752,493,3722,1682,733,5882,7661,0
411,749,496,3690,1639,735,5878,7630,0
442,790,580,3529,1687,841,5384,7177,0
503,856,699,2894,1691,1052,4121,6109,0
501,831,670,2756,1601,965,4006,6089,0
585,1005,907,3272,2130,1328,4127,5659,2
539,902,743,3275,1988,1096,4624,6302,0
496,807,546,3304,1639,772,5362,7164,0
449,773,504,3465,1698,760,5642,7460,0
412,726,455,3717,1621,695,6105,7819,0
360,675,422,3886,1636,679,6313,8041,0
368,719,466,3375,1795,809,5423,7574,0
401,742,517,3066,1765,861,4842,7114,0
426,770,550,3075,1685,854,4789,6966,0
368,722,456,3988,1649,723,6323,7948,0
367,719,440,3513,1479,594,5733,7774,0
425,754,516,2620,1260,575,4198,6709,0
406,762,494,3487,1961,864,5581,7518,0
400,732,479,3735,1835,800,5981,7727,0
398,716,469,3923,1742,755,6279,7864,0
383,714,460,3880,1692,737,6210,7880,0
347,659,405,3827,1504,635,6265,8086,0
333,651,398,3560,1567,672,5877,7989,0
416,715,491,3096,1536,701,5040,7262,0
504,833,581,3318,1733,819,5254,7020,0
540,802,592,3064,1706,875,4918,6761,0
560,807,641,2629,1475,874,4049,6080,0
672,1007,924,3028,2051,1465,3887,5324,2
623,968,851,3499,2313,1332,4751,6087,0
613,986,916,3133,2152,1311,3950,5475,0
471,832,579,3916,1889,880,6020,7424,0
384,719,442,4324,1683,684,6885,8145,0
313,694,399,4075,1699,721,6508,8216,0
285,680,400,3609,1822,838,5783,8004,0
299,666,356,2883,1300,612,4945,7802,0
395,772,555,2472,1068,529,3733,6333,0
356,751,495,3179,1663,781,4978,7305,0
393,765,515,3435,1871,874,5377,7392,0
382,755,510,3535,1822,846,5508,7478,0
363,748,492,3499,1723,800,5476,7534,0
380,761,497,3462,1723,800,5453,7489,0
385,765,510,3519,1765,827,5494,7468,0
371,705,457,4128,1673,715,6515,8007,0
521,835,643,3675,1826,957,5563,7022,0
680,1057,959,3174,2229,1537,4005,5359,0
496,854,643,3606,1791,916,5390,6973,0
520,880,650,3569,1719,838,5378,6919,0
565,934,705,3173,1766,851,4686,6364,0
605,985,874,3123,2120,1435,4066,5627,0
497,842,632,3761,1802,928,5658,7123,0
504,872,699,3478,1769,971,5001,6653,0
619,996,902,3211,2197,1371,4129,5614,2
473,888,682,3311,1815,1019,4744,6584,0
538,891,713,2552,990,563,3593,5632,0
522,864,717,2589,1450,859,3607,5662,0
711,1005,977,2620,2083,1620,3124,4568,2
647,973,951,2422,2114,1633,2770,4361,2
684,1092,1045,2629,2170,1465,2876,4311,2
529,923,796,2866,1774,990,3784,5653,0
461,788,551,2932,1463,706,4657,6836,0
435,773,525,2911,1396,654,4661,6944,0
412,772,544,3032,1488,699,4710,6957,0
422,790,564,2834,1516,726,4348,6680,0
422,795,565,2870,1578,772,4401,6710,0
424,805,571,2934,1672,802,4482,6742,0
415,782,549,2989,1605,762,4632,6897,0
413,767,523,3165,1579,722,5002,7164,0
401,763,490,3445,1595,706,5522,7510,0
444,788,549,2952,1372,652,4651,6864,0
640,985,889,2961,1865,1353,3838,5382,2
766,1097,1076,3252,2230,1529,3896,5028,2
643,982,856,3343,2111,1249,4553,5923,2
536,842,629,3171,1743,885,4917,6689,0
526,836,588,3120,1494,771,4983,6828,0
472,797,534,3181,1483,683,5152,7125,0
439,756,496,3388,1470,658,5531,7446,0
384,721,464,3480,1695,753,5634,7647,0
395,726,489,3242,1782,856,5209,7379,0
391,752,516,3229,1760,891,5064,7244,0
361,750,490,3124,1521,729,4930,7288,0
349,665,412,2913,1059,458,4897,7522,0
358,708,445,3224,1364,554,5260,7574,0
423,746,510,2811,1281,579,4530,6929,0
395,733,493,3405,1768,803,5433,7470,0
375,720,478,3738,1692,736,5909,7732,0
370,693,434,3803,1623,680,6178,7951,0
363,711,450,3633,1693,732,5847,7796,0
355,688,437,3432,1550,689,5591,7741,0
342,681,442,3193,1449,645,5179,7568,0
455,753,510,2973,1438,665,4879,7071,0
552,819,578,2968,1604,825,4859,6740,0
677,904,758,2783,1876,1205,4131,5719,0
656,868,722,2437,1570,981,3618,5429,0
626,848,704,2134,1258,849,3065,5039,0
720,1056,1004,2794,2169,1491,3335,4713,0
689,1028,983,2984,2112,1441,3648,5044,0
488,809,572,3974,2024,948,6187,7484,0
397,744,459,4385,1806,742,6931,8105,0
297,672,378,4285,1700,699,6818,8379,0
255,657,360,3835,1840,822,6169,8284,0
326,709,454,2469,980,481,3952,6894,0
350,738,514,2634,1202,598,4048,6734,0
298,713,409,3361,1844,854,5434,7830,0
381,767,499,3164,1644,759,5009,7275,0
348,685,434,3883,1660,711,6214,7989,0
314,662,395,4181,1646,679,6667,8274,0
339,698,424,4063,1669,701,6468,8110,0
348,707,452,4069,1724,735,6381,8000,0
350,697,438,4181,1680,687,6597,8103,0
492,908,754,3782,2079,1127,5179,6675,0
586,1004,898,3517,2256,1296,4512,5932,0
424,797,538,4007,1672,721,6170,7633,0
515,877,635,3997,1719,748,6027,7258,0
557,927,694,3484,1774,840,5178,6678,0
528,904,731,3099,1717,931,4377,6183,0
542,929,751,3496,1861,991,4924,6463,0
553,967,834,3275,1974,1134,4318,5941,0
517,945,826,2862,1904,1127,3651,5521,0
387,782,523,2340,1210,652,3612,6346,0
454,803,593,1778,867,523,2483,4998,0
564,881,755,2625,1685,1095,3617,5533,2
667,977,877,2799,2020,1363,3680,5229,2
699,1020,1003,2796,2201,1610,3303,4720,2
693,1051,999,2710,2068,1433,3167,4613,2
537,867,698,2833,1764,953,4108,6046,0
481,808,581,2993,1552,791,4685,6749,0
422,759,503,3032,1403,652,4907,7154,0
392,755,521,3029,1483,686,4745,7065,0
402,768,557,2959,1629,765,4520,6832,0
399,758,547,2762,1650,774,4243,6694,0
416,767,547,2878,1558,738,4469,6806,0
423,781,567,2798,1518,736,4281,6630,0
408,765,545,2862,1544,719,4431,6801,0
403,751,532,2887,1492,706,4509,6888,0
492,796,626,2719,1527,922,4093,6257,0
718,1049,972,3018,2107,1505,3799,5128,2
688,1070,965,3144,2010,1298,3955,5303,0
620,965,870,2773,1779,1137,3566,5224,0
649,1054,948,3090,2137,1461,3850,5305,2
579,940,742,3227,1846,1097,4658,6261,2
481,818,568,3215,1559,750,5084,6997,0
458,776,523,3279,1535,699,5307,7249,0
435,777,552,3073,1649,828,4803,6954,0
418,767,557,2881,1605,870,4439,6760,0
360,736,473,3142,1575,747,5024,7383,0
306,670,393,2700,1136,502,4519,7459,0
313,641,382,2425,861,360,4129,7278,0
341,677,421,3075,1400,582,5087,7592,0
408,735,505,3151,1668,753,5042,7237,0
440,769,583,2978,1632,803,4544,6726,0
426,763,550,3374,1525,714,5238,7197,0
351,683,432,3783,1534,633,6096,7950,0
347,681,412,3210,1572,669,5348,7725,0
408,742,514,2737,1376,662,4355,6838,0
400,740,532,2711,1372,678,4222,6719,0
509,779,556,2826,1494,740,4597,6712,0
596,817,610,2895,1628,876,4727,6519,0
795,945,826,2785,2007,1434,4158,5425,2
782,976,884,2568,1881,1343,3506,4878,2
715,946,892,2511,1678,1201,3238,4758,2
815,1100,1132,2841,2271,1633,3160,4302,2
563,887,729,3641,1934,1071,5278,6664,0
482,796,513,4259,2071,919,6825,7850,0
419,773,486,4322,1864,795,6804,7978,0
279,665,364,4347,1635,671,6896,8455,0
224,632,310,3945,1739,758,6434,8543,0
